job_id,user,node_num,gpu_num,cpu_num,mem_per_pod_GB,shared_mem_per_pod,type,state,submit_time,start_time,end_time,fail_time,stop_time,duration,queue,gpu_time
dlc1gamqdgsdy8h9,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:05+00:00,2023-06-20 13:06:24+00:00,2023-06-20 13:06:38+00:00,,,33,19.0,
dlc1gamqdga2443c,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:05+00:00,2023-06-20 13:06:24+00:00,2023-06-20 13:06:30+00:00,,,25,19.0,
dlc1g0n4zon8ref3,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:05+00:00,2023-06-20 13:06:25+00:00,2023-06-20 13:06:39+00:00,,,34,20.0,
dlc1gamqdgchuy64,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:05+00:00,2023-06-20 13:06:24+00:00,2023-06-20 13:06:34+00:00,,,29,19.0,
dlc1g0n4zogfm0wd,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:05+00:00,2023-06-20 13:06:24+00:00,2023-06-20 13:06:33+00:00,,,28,19.0,
dlc1gamqdg89jay7,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:06+00:00,2023-06-20 13:06:29+00:00,2023-06-20 13:06:44+00:00,,,38,23.0,
dlc1gkmbr8f2gskj,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:06+00:00,2023-06-20 13:06:26+00:00,2023-06-20 13:06:39+00:00,,,33,20.0,
dlc1gulx50q354pl,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:06+00:00,2023-06-20 13:06:25+00:00,2023-06-20 13:06:40+00:00,,,34,19.0,
dlc1gulx50f16nfk,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:06+00:00,2023-06-20 13:06:25+00:00,2023-06-20 13:06:39+00:00,,,33,19.0,
dlc1gkmbr8qri8eq,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:06+00:00,2023-06-20 13:06:26+00:00,2023-06-20 13:06:38+00:00,,,32,20.0,
dlc1gkmbr82vgfgb,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:06+00:00,2023-06-20 13:06:25+00:00,2023-06-20 13:06:30+00:00,,,24,19.0,
dlc1gamqdgfj4zpr,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:06+00:00,2023-06-20 13:06:25+00:00,2023-06-20 13:06:39+00:00,,,33,19.0,
dlc1gulx50dijgi4,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:07+00:00,2023-06-20 13:06:27+00:00,2023-06-20 13:06:42+00:00,,,35,20.0,
dlc1gulx50v0h3gv,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:07+00:00,2023-06-20 13:06:31+00:00,2023-06-20 13:06:43+00:00,,,36,24.0,
dlc1gulx50c1vdij,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:07+00:00,2023-06-20 13:06:26+00:00,2023-06-20 13:06:40+00:00,,,33,19.0,
dlc1gulx506pgujf,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:07+00:00,2023-06-20 13:06:29+00:00,2023-06-20 13:06:35+00:00,,,28,22.0,
dlc1h4liisct84co,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:08+00:00,2023-06-20 13:06:27+00:00,2023-06-20 13:06:41+00:00,,,33,19.0,
dlc1hel3wkwzkkww,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:08+00:00,2023-06-20 13:06:29+00:00,2023-06-20 13:06:41+00:00,,,33,21.0,
dlc1h4liistzr60s,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:08+00:00,2023-06-20 13:06:28+00:00,2023-06-20 13:06:39+00:00,,,31,20.0,
dlc1h4liisqmbjar,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:08+00:00,2023-06-20 13:06:27+00:00,2023-06-20 13:06:42+00:00,,,34,19.0,
dlc1hel3wkg2l4m5,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:09+00:00,2023-06-20 13:06:28+00:00,2023-06-20 13:06:40+00:00,,,31,19.0,
dlc1hokpacm1vt1y,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:10+00:00,2023-06-20 13:06:29+00:00,2023-06-20 13:06:43+00:00,,,33,19.0,
dlc1hokpacme8luy,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:10+00:00,2023-06-20 13:06:32+00:00,2023-06-20 13:06:44+00:00,,,34,22.0,
dlc1hykao4mdk2jm,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:11+00:00,2023-06-20 13:06:32+00:00,2023-06-20 13:06:45+00:00,,,34,21.0,
dlc1iijhfoqkykmk,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:13+00:00,2023-06-20 13:06:32+00:00,2023-06-20 13:06:45+00:00,,,32,19.0,
dlc1iijhfof0cowl,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:13+00:00,2023-06-20 13:06:32+00:00,2023-06-20 13:06:43+00:00,,,30,19.0,
dlc1iijhfo8s1001,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:13+00:00,2023-06-20 13:06:32+00:00,2023-06-20 13:06:45+00:00,,,32,19.0,
dlc1isj2tgmog1ci,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:14+00:00,2023-06-20 13:06:32+00:00,2023-06-20 13:06:44+00:00,,,30,18.0,
dlc1isj2tg2x92iu,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:14+00:00,2023-06-20 13:06:32+00:00,2023-06-20 13:06:44+00:00,,,30,18.0,
dlc1jci9l0zdkwcy,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:15+00:00,2023-06-20 13:06:34+00:00,2023-06-20 13:06:49+00:00,,,34,19.0,
dlc1jci9l0326gie,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:16+00:00,2023-06-20 13:06:33+00:00,2023-06-20 13:06:46+00:00,,,30,17.0,
dlc1jmhuyszot8qz,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:17+00:00,2023-06-20 13:06:33+00:00,2023-06-20 13:06:45+00:00,,,28,16.0,
dlc1jwhgcklu31d7,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:18+00:00,2023-06-20 13:06:33+00:00,2023-06-20 13:06:45+00:00,,,27,15.0,
dlc1jwhgckf0lpt1,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:18+00:00,2023-06-20 13:06:33+00:00,2023-06-20 13:06:46+00:00,,,28,15.0,
dlc1jwhgck5tc8bx,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:18+00:00,2023-06-20 13:06:35+00:00,2023-06-20 13:06:54+00:00,,,36,17.0,
dlc1k6h1qcf2d8i9,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:19+00:00,2023-06-20 13:06:36+00:00,2023-06-20 13:06:52+00:00,,,33,17.0,
dlc1kqg8hw5hg965,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:21+00:00,2023-06-20 13:06:43+00:00,2023-06-20 13:06:55+00:00,,,34,22.0,
dlc1l0ftvo0of7pj,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:22+00:00,2023-06-20 13:06:41+00:00,2023-06-20 13:06:52+00:00,,,30,19.0,
dlc1laff9g5p3igm,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:22+00:00,2023-06-20 13:06:44+00:00,2023-06-20 13:06:57+00:00,,,35,22.0,
dlc1l0ftvo9pz9cq,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:22+00:00,2023-06-20 13:06:45+00:00,2023-06-20 13:07:00+00:00,,,38,23.0,
dlc1laff9g4wff52,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:22+00:00,2023-06-20 13:06:41+00:00,2023-06-20 13:06:54+00:00,,,32,19.0,
dlc1lkf0n807cz17,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:23+00:00,2023-06-20 13:06:44+00:00,2023-06-20 13:06:56+00:00,,,33,21.0,
dlc1laff9guk5keu,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:23+00:00,2023-06-20 13:06:42+00:00,2023-06-20 13:06:56+00:00,,,33,19.0,
dlc1laff9g8o5hub,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:23+00:00,2023-06-20 13:06:46+00:00,2023-06-20 13:06:57+00:00,,,34,23.0,
dlc1lkf0n85x07di,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:24+00:00,2023-06-20 13:06:41+00:00,2023-06-20 13:06:55+00:00,,,31,17.0,
dlc1lkf0n8x0zuf6,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:24+00:00,2023-06-20 13:06:46+00:00,2023-06-20 13:06:56+00:00,,,32,22.0,
dlc1lkf0n8s709if,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:24+00:00,2023-06-20 13:06:42+00:00,2023-06-20 13:06:54+00:00,,,30,18.0,
dlc1luem103ptviz,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:25+00:00,2023-06-20 13:06:43+00:00,2023-06-20 13:06:55+00:00,,,30,18.0,
dlc1lkf0n8z9nrwg,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:25+00:00,2023-06-20 13:06:42+00:00,2023-06-20 13:06:55+00:00,,,30,17.0,
dlc1m4e7esd4qh07,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:26+00:00,2023-06-20 13:06:49+00:00,2023-06-20 13:07:02+00:00,,,36,23.0,
dlc1medssk322999,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:26+00:00,2023-06-20 13:06:51+00:00,2023-06-20 13:07:07+00:00,,,41,25.0,
dlc1medsskza36d1,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:26+00:00,2023-06-20 13:06:54+00:00,2023-06-20 13:07:04+00:00,,,38,28.0,
dlc1medsskrxleuj,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:27+00:00,2023-06-20 13:06:49+00:00,2023-06-20 13:07:03+00:00,,,36,22.0,
dlc1myczk4u6xlbs,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:28+00:00,2023-06-20 13:06:49+00:00,2023-06-20 13:07:02+00:00,,,34,21.0,
dlc1mode6ck20xt3,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:28+00:00,2023-06-20 13:06:49+00:00,2023-06-20 13:07:05+00:00,,,37,21.0,
dlc1mode6cfztyu5,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:28+00:00,2023-06-20 13:06:49+00:00,2023-06-20 13:07:02+00:00,,,34,21.0,
dlc1myczk4gpekhw,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:29+00:00,2023-06-20 13:06:52+00:00,2023-06-20 13:07:01+00:00,,,32,23.0,
dlc1myczk4vi0tqb,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:29+00:00,2023-06-20 13:06:52+00:00,2023-06-20 13:07:00+00:00,,,31,23.0,
dlc1myczk4i28gon,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:29+00:00,2023-06-20 13:06:52+00:00,2023-06-20 13:07:08+00:00,,,39,23.0,
dlc1o2bd38rgabpc,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:32+00:00,2023-06-20 13:06:53+00:00,2023-06-20 13:07:05+00:00,,,33,21.0,
dlc1nsbrpgkj1456,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:32+00:00,2023-06-20 13:06:52+00:00,2023-06-20 13:07:01+00:00,,,29,20.0,
dlc1o2bd387osoxc,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:33+00:00,2023-06-20 13:06:54+00:00,2023-06-20 13:07:03+00:00,,,30,21.0,
dlc1o2bd38dqwexb,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:33+00:00,2023-06-20 13:07:03+00:00,2023-06-20 13:07:09+00:00,,,36,30.0,
dlc1omajusacsyru,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:34+00:00,2023-06-20 13:07:06+00:00,2023-06-20 13:07:10+00:00,,,36,32.0,
dlc1ocayh048ks3e,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:34+00:00,2023-06-20 13:07:03+00:00,2023-06-20 13:07:23+00:00,,,49,29.0,
dlc1omajusvcc9v1,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:35+00:00,2023-06-20 13:07:02+00:00,2023-06-20 13:07:13+00:00,,,38,27.0,
dlc1omajusgnnv0o,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:35+00:00,2023-06-20 13:07:02+00:00,2023-06-20 13:07:22+00:00,,,47,27.0,
dlc1owa58k5a3jv1,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:36+00:00,2023-06-20 13:07:03+00:00,2023-06-20 13:07:12+00:00,,,36,27.0,
dlc1owa58kkg9i7y,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:36+00:00,2023-06-20 13:07:03+00:00,2023-06-20 13:07:10+00:00,,,34,27.0,
dlc1owa58kc380mk,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:36+00:00,2023-06-20 13:07:01+00:00,2023-06-20 13:07:19+00:00,,,43,25.0,
dlc1pg9c042m0bhc,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:38+00:00,2023-06-20 13:07:05+00:00,2023-06-20 13:07:21+00:00,,,43,27.0,
dlc1pg9c041a5vtx,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:38+00:00,2023-06-20 13:07:03+00:00,2023-06-20 13:07:19+00:00,,,41,25.0,
dlc1pg9c04fh7v9p,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:38+00:00,2023-06-20 13:07:03+00:00,2023-06-20 13:07:22+00:00,,,44,25.0,
dlc1pq8xdwxzmwf3,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:39+00:00,2023-06-20 13:07:04+00:00,2023-06-20 13:07:25+00:00,,,46,25.0,
dlc1pg9c04zjnpp5,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:39+00:00,2023-06-20 13:07:04+00:00,2023-06-20 13:07:11+00:00,,,32,25.0,
dlc1q08irozdilyb,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:40+00:00,2023-06-20 13:07:06+00:00,2023-06-20 13:07:22+00:00,,,42,26.0,
dlc1q08iroy3ppfj,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:40+00:00,2023-06-20 13:07:05+00:00,2023-06-20 13:07:13+00:00,,,33,25.0,
dlc1q08irouxjjf4,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:40+00:00,2023-06-20 13:07:06+00:00,2023-06-20 13:07:14+00:00,,,34,26.0,
dlc1qa845gl34yx8,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:41+00:00,2023-06-20 13:07:08+00:00,2023-06-20 13:07:25+00:00,,,44,27.0,
dlc1qa845gzoky97,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:41+00:00,2023-06-20 13:07:07+00:00,2023-06-20 13:07:11+00:00,,,30,26.0,
dlc1qu7ax0vwk8qn,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:42+00:00,2023-06-20 13:07:08+00:00,2023-06-20 13:07:27+00:00,,,45,26.0,
dlc1qk7pj8sb3lpd,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:42+00:00,2023-06-20 13:07:08+00:00,2023-06-20 13:07:25+00:00,,,43,26.0,
dlc1qu7ax061vhex,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:43+00:00,2023-06-20 13:07:09+00:00,2023-06-20 13:07:29+00:00,,,46,26.0,
dlc1r46wasb36le7,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:44+00:00,2023-06-20 13:07:15+00:00,2023-06-20 13:07:31+00:00,,,47,31.0,
dlc1re6hok7mwjd5,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:44+00:00,2023-06-20 13:07:15+00:00,2023-06-20 13:07:31+00:00,,,47,31.0,
dlc1re6hok1peamd,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:45+00:00,2023-06-20 13:07:18+00:00,2023-06-20 13:07:22+00:00,,,37,33.0,
dlc1re6hok462i2m,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:45+00:00,2023-06-20 13:07:17+00:00,2023-06-20 13:07:33+00:00,,,48,32.0,
dlc1re6hokjf7vvt,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:45+00:00,2023-06-20 13:07:16+00:00,2023-06-20 13:07:34+00:00,,,49,31.0,
dlc1re6hokknaq03,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:45+00:00,2023-06-20 13:07:18+00:00,2023-06-20 13:07:22+00:00,,,37,33.0,
dlc1re6hokh92p0a,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:45+00:00,2023-06-20 13:07:15+00:00,2023-06-20 13:07:33+00:00,,,48,30.0,
dlc1re6hok7legkk,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:45+00:00,2023-06-20 13:07:16+00:00,2023-06-20 13:07:34+00:00,,,49,31.0,
dlc1ro632cegyzh7,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:46+00:00,2023-06-20 13:07:16+00:00,2023-06-20 13:07:33+00:00,,,47,30.0,
dlc1ro632co41j3g,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:46+00:00,2023-06-20 13:07:16+00:00,2023-06-20 13:07:36+00:00,,,50,30.0,
dlc1s859twis0czg,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:48+00:00,2023-06-20 13:07:16+00:00,2023-06-20 13:07:34+00:00,,,46,28.0,
dlc1s859twjjvvnx,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:48+00:00,2023-06-20 13:07:16+00:00,2023-06-20 13:07:33+00:00,,,45,28.0,
dlc1si4v7oul6p8i,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:48+00:00,2023-06-20 13:07:18+00:00,2023-06-20 13:07:35+00:00,,,47,30.0,
dlc1s859twko6n7h,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:48+00:00,2023-06-20 13:07:16+00:00,2023-06-20 13:07:35+00:00,,,47,28.0,
dlc1si4v7otr7duf,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:49+00:00,2023-06-20 13:07:20+00:00,2023-06-20 13:07:35+00:00,,,46,31.0,
dlc1ss4glgif645u,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:49+00:00,2023-06-20 13:07:20+00:00,2023-06-20 13:07:36+00:00,,,47,31.0,
dlc1si4v7o2vqhrt,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:49+00:00,2023-06-20 13:07:19+00:00,2023-06-20 13:07:37+00:00,,,48,30.0,
dlc1si4v7olq1j2y,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:49+00:00,2023-06-20 13:07:18+00:00,2023-06-20 13:07:35+00:00,,,46,29.0,
dlc1t241z8dscyg9,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:51+00:00,2023-06-20 13:07:20+00:00,2023-06-20 13:07:39+00:00,,,48,29.0,
dlc1tm38qs7b0bdb,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:52+00:00,2023-06-20 13:07:22+00:00,2023-06-20 13:07:39+00:00,,,47,30.0,
dlc1tc3nd05ipji4,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:52+00:00,2023-06-20 13:07:22+00:00,2023-06-20 13:07:38+00:00,,,46,30.0,
dlc1tc3nd0ewqsni,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:52+00:00,2023-06-20 13:07:23+00:00,2023-06-20 13:07:41+00:00,,,49,31.0,
dlc1t241z8xvi5te,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:52+00:00,2023-06-20 13:07:21+00:00,2023-06-20 13:07:39+00:00,,,47,29.0,
dlc1t241z8mw7tox,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:52+00:00,2023-06-20 13:07:21+00:00,2023-06-20 13:07:42+00:00,,,50,29.0,
dlc1tm38qspsz3m3,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:53+00:00,2023-06-20 13:07:24+00:00,2023-06-20 13:07:43+00:00,,,50,31.0,
dlc1tw2u4kffnfb6,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:53+00:00,2023-06-20 13:07:24+00:00,2023-06-20 13:07:40+00:00,,,47,31.0,
dlc1tc3nd0zhitep,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:53+00:00,2023-06-20 13:07:23+00:00,2023-06-20 13:07:38+00:00,,,45,30.0,
dlc1tm38qs9hsxw4,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:53+00:00,2023-06-20 13:07:23+00:00,2023-06-20 13:07:42+00:00,,,49,30.0,
dlc1tw2u4kqp46gd,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:54+00:00,2023-06-20 13:07:27+00:00,2023-06-20 13:07:42+00:00,,,48,33.0,
dlc1tw2u4kgiyv2t,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:54+00:00,2023-06-20 13:07:27+00:00,2023-06-20 13:07:40+00:00,,,46,33.0,
dlc1tw2u4k62jle1,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:54+00:00,2023-06-20 13:07:24+00:00,2023-06-20 13:07:40+00:00,,,46,30.0,
dlc1tw2u4k1ic5x6,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:54+00:00,2023-06-20 13:07:29+00:00,2023-06-20 13:07:45+00:00,,,51,35.0,
dlc1uq1m9wzo4phu,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:56+00:00,2023-06-20 13:07:28+00:00,2023-06-20 13:07:43+00:00,,,47,32.0,
dlc1ug20w4nvbv5h,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:56+00:00,2023-06-20 13:07:28+00:00,2023-06-20 13:07:47+00:00,,,51,32.0,
dlc1ug20w4vweqrm,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:56+00:00,2023-06-20 13:07:27+00:00,2023-06-20 13:07:45+00:00,,,49,31.0,
dlc1ug20w4eoq30v,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:56+00:00,2023-06-20 13:07:28+00:00,2023-06-20 13:07:42+00:00,,,46,32.0,
dlc1uq1m9wg49x5v,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:57+00:00,2023-06-20 13:07:29+00:00,2023-06-20 13:07:42+00:00,,,45,32.0,
dlc1uq1m9w4pi0x7,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:57+00:00,2023-06-20 13:07:29+00:00,2023-06-20 13:07:42+00:00,,,45,32.0,
dlc1v017nozbjflv,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:58+00:00,2023-06-20 13:07:32+00:00,2023-06-20 13:07:46+00:00,,,48,34.0,
dlc1v017novzbdjk,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:06:58+00:00,2023-06-20 13:07:30+00:00,2023-06-20 13:07:46+00:00,,,48,32.0,
dlc1vk0ef899wx12,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:07:00+00:00,2023-06-20 13:07:30+00:00,2023-06-20 13:07:37+00:00,,,37,30.0,
dlc1vk0ef873s533,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:07:00+00:00,2023-06-20 13:07:30+00:00,2023-06-20 13:07:47+00:00,,,47,30.0,
dlc1vk0ef86ifgqt,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:07:00+00:00,2023-06-20 13:07:30+00:00,2023-06-20 13:07:47+00:00,,,47,30.0,
dlc1vtzzt06auydz,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:07:01+00:00,2023-06-20 13:07:34+00:00,2023-06-20 13:07:50+00:00,,,49,33.0,
dlc1vtzzt0uw4570,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:07:01+00:00,2023-06-20 13:07:31+00:00,2023-06-20 13:07:46+00:00,,,45,30.0,
dlc1vk0ef8aqgi3d,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:07:01+00:00,2023-06-20 13:07:31+00:00,2023-06-20 13:07:46+00:00,,,45,30.0,
dlc1vtzzt0aw5ry6,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:07:01+00:00,2023-06-20 13:07:34+00:00,2023-06-20 13:07:50+00:00,,,49,33.0,
dlc1w3zl6sm78j5k,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:07:02+00:00,2023-06-20 13:07:35+00:00,2023-06-20 13:07:49+00:00,,,47,33.0,
dlc1w3zl6sonp0rp,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:07:02+00:00,2023-06-20 13:07:32+00:00,2023-06-20 13:07:48+00:00,,,46,30.0,
dlc1wxydc4lcd7p2,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:07:05+00:00,2023-06-20 13:07:36+00:00,2023-06-20 13:07:50+00:00,,,45,31.0,
dlc1x7xypwh0ml4x,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:07:06+00:00,2023-06-20 13:07:37+00:00,2023-06-20 13:07:51+00:00,,,45,31.0,
dlc1y1wqv8vkqayk,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:07:09+00:00,2023-06-20 13:07:39+00:00,2023-06-20 13:07:57+00:00,,,48,30.0,
dlc1ybwc901i4rb9,uc13a,1,0,4,32,,CPU,COMPLETED,2023-06-20 13:07:10+00:00,2023-06-20 13:07:41+00:00,2023-06-20 13:07:58+00:00,,,48,31.0,
dlc1iuoc1w630bcm,ucc35,32,256,3840,1000,100.0,Pretrain,CANCELLED,2023-06-20 17:00:54+00:00,2023-06-20 17:01:05+00:00,2023-06-20 17:10:04+00:00,,2023-06-20 17:10:04+00:00,550,11.0,140800.0
dlc1iaryf8arspq8,ucc35,32,256,3840,1000,100.0,Pretrain,CANCELLED,2023-06-20 17:09:24+00:00,2023-06-20 17:10:14+00:00,2023-06-20 17:16:44+00:00,,2023-06-20 17:16:44+00:00,440,50.0,112640.0
dlc1lcqaro69orgg,ucc35,32,256,3840,1000,100.0,Pretrain,COMPLETED,2023-06-20 17:18:07+00:00,2023-06-20 17:18:16+00:00,2023-06-20 17:18:27+00:00,,,20,9.0,5120.0
