job_id,user,node_num,gpu_num,cpu_num,mem_per_pod_GB,shared_mem_per_pod,type,state,submit_time,start_time,end_time,fail_time,stop_time,duration,queue,gpu_time
dlc19tdptw4eh0cw,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:08:53+00:00,2023-06-29 09:09:04+00:00,2023-06-29 09:09:31+00:00,2023-06-29 09:09:31+00:00,,38,11.0,38.0
dlc19je4g4kt9xox,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:08:53+00:00,2023-06-29 09:09:03+00:00,2023-06-29 09:11:05+00:00,2023-06-29 09:11:05+00:00,,132,10.0,132.0
dlc1adcwlgug6aek,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:08:56+00:00,2023-06-29 09:09:09+00:00,2023-06-29 09:09:37+00:00,2023-06-29 09:09:37+00:00,,41,13.0,41.0
dlc1c1agw4fnpt1u,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:01+00:00,2023-06-29 09:09:14+00:00,2023-06-29 09:11:15+00:00,2023-06-29 09:11:15+00:00,,134,13.0,134.0
dlc1cba29w4i7qjp,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:02+00:00,2023-06-29 09:09:15+00:00,2023-06-29 09:11:25+00:00,2023-06-29 09:11:25+00:00,,143,13.0,143.0
dlc1cl9nnows0s83,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:03+00:00,2023-06-29 09:09:13+00:00,2023-06-29 09:11:16+00:00,2023-06-29 09:11:16+00:00,,133,10.0,133.0
dlc1cv991gsxvhu2,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:05+00:00,2023-06-29 09:09:12+00:00,2023-06-29 09:09:40+00:00,2023-06-29 09:09:40+00:00,,35,7.0,35.0
dlc1dp816srcbdzp,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:08+00:00,2023-06-29 09:09:18+00:00,2023-06-29 09:11:26+00:00,2023-06-29 09:11:26+00:00,,138,10.0,138.0
dlc1ej6tc4kihkxq,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:10+00:00,2023-06-29 09:09:18+00:00,2023-06-29 09:11:20+00:00,2023-06-29 09:11:20+00:00,,130,8.0,130.0
dlc1et6epw7qbenm,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:11+00:00,2023-06-29 09:09:24+00:00,2023-06-29 09:11:25+00:00,2023-06-29 09:11:25+00:00,,134,13.0,134.0
dlc1fn56v81g8v0m,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:15+00:00,2023-06-29 09:09:23+00:00,2023-06-29 09:11:25+00:00,2023-06-29 09:11:25+00:00,,130,8.0,130.0
dlc1gr3kec6whp9s,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:19+00:00,2023-06-29 09:09:29+00:00,2023-06-29 09:11:31+00:00,2023-06-29 09:11:31+00:00,,132,10.0,132.0
dlc1hv1xxgunm8nu,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:22+00:00,2023-06-29 09:09:34+00:00,2023-06-29 09:11:36+00:00,2023-06-29 09:11:36+00:00,,134,12.0,134.0
dlc1j8zwucxvx3kb,uc13a,1,1,8,48,,Eval,COMPLETED,2023-06-29 09:09:27+00:00,2023-06-29 09:09:47+00:00,2023-06-29 09:11:04+00:00,,,97,20.0,97.0
dlc1j8zwuciruale,uc13a,1,1,8,48,,Eval,COMPLETED,2023-06-29 09:09:27+00:00,2023-06-29 09:09:44+00:00,2023-06-29 09:11:01+00:00,,,94,17.0,94.0
dlc1k2yozodrsdo3,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:30+00:00,2023-06-29 09:09:39+00:00,2023-06-29 09:11:48+00:00,2023-06-29 09:11:48+00:00,,138,9.0,138.0
dlc1k2yozo23pp3n,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:31+00:00,2023-06-29 09:09:38+00:00,2023-06-29 09:11:41+00:00,2023-06-29 09:11:41+00:00,,130,7.0,130.0
dlc1m0vuo4j7wyvz,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:38+00:00,2023-06-29 09:09:52+00:00,2023-06-29 09:11:51+00:00,2023-06-29 09:11:51+00:00,,133,14.0,133.0
dlc1mavg1w87m9i6,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:39+00:00,2023-06-29 09:09:49+00:00,2023-06-29 09:11:51+00:00,2023-06-29 09:11:51+00:00,,132,10.0,132.0
dlc1mavg1wwexugz,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:39+00:00,2023-06-29 09:09:49+00:00,2023-06-29 09:11:51+00:00,2023-06-29 09:11:51+00:00,,132,10.0,132.0
dlc1mkv1fonjsrhv,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:40+00:00,2023-06-29 09:09:55+00:00,2023-06-29 09:11:58+00:00,2023-06-29 09:11:58+00:00,,138,15.0,138.0
dlc1muumtgf5tw3g,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:41+00:00,2023-06-29 09:09:53+00:00,2023-06-29 09:11:52+00:00,2023-06-29 09:11:52+00:00,,131,12.0,131.0
dlc1nettl0s3pizu,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:43+00:00,2023-06-29 09:09:55+00:00,2023-06-29 09:11:57+00:00,2023-06-29 09:11:57+00:00,,134,12.0,134.0
dlc1pmqkn8awfrtw,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:51+00:00,2023-06-29 09:10:04+00:00,2023-06-29 09:12:06+00:00,2023-06-29 09:12:06+00:00,,135,13.0,135.0
dlc1pwq610idcpzu,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:09:52+00:00,2023-06-29 09:10:04+00:00,2023-06-29 09:12:06+00:00,2023-06-29 09:12:06+00:00,,134,12.0,134.0
dlc1u2k2roo1w42k,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:10:06+00:00,2023-06-29 09:10:18+00:00,2023-06-29 09:12:32+00:00,2023-06-29 09:12:32+00:00,,146,12.0,146.0
dlc1vgi1okwsk5hv,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:10:12+00:00,2023-06-29 09:10:23+00:00,2023-06-29 09:12:26+00:00,2023-06-29 09:12:26+00:00,,134,11.0,134.0
dlc1x4flz8sjdxs1,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:10:18+00:00,2023-06-29 09:10:30+00:00,2023-06-29 09:12:32+00:00,2023-06-29 09:12:32+00:00,,134,12.0,134.0
dlc8wx4hw2hwql0a,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:10:57+00:00,2023-06-29 09:11:10+00:00,2023-06-29 09:13:12+00:00,2023-06-29 09:13:12+00:00,,135,13.0,135.0
dlca0vi1081uhpul,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:11:01+00:00,2023-06-29 09:11:07+00:00,2023-06-29 09:13:11+00:00,2023-06-29 09:13:11+00:00,,130,6.0,130.0
dlcc8s9384s3eiz3,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:11:09+00:00,2023-06-29 09:11:25+00:00,2023-06-29 09:13:27+00:00,2023-06-29 09:13:27+00:00,,138,16.0,138.0
dlcc8s938awcc7ks,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:11:09+00:00,2023-06-29 09:11:19+00:00,2023-06-29 09:13:27+00:00,2023-06-29 09:13:27+00:00,,138,10.0,138.0
dlcdcqmmcrznr2mk,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:11:13+00:00,2023-06-29 09:11:25+00:00,2023-06-29 09:13:26+00:00,2023-06-29 09:13:26+00:00,,133,12.0,133.0
dlcdcqmmc2qtuvlb,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:11:13+00:00,2023-06-29 09:11:28+00:00,2023-06-29 09:13:29+00:00,2023-06-29 09:13:29+00:00,,136,15.0,136.0
dlcfansas81bqf87,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:11:20+00:00,2023-06-29 09:11:28+00:00,2023-06-29 09:13:33+00:00,2023-06-29 09:13:33+00:00,,133,8.0,133.0
dlcgylclgo4y9nb1,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:11:26+00:00,2023-06-29 09:11:34+00:00,2023-06-29 09:13:43+00:00,2023-06-29 09:13:43+00:00,,137,8.0,137.0
dlchsk4qsxk14i3u,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:11:29+00:00,2023-06-29 09:11:40+00:00,2023-06-29 09:13:46+00:00,2023-06-29 09:13:46+00:00,,137,11.0,137.0
dlciwii9wbx6vz2f,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:11:33+00:00,2023-06-29 09:11:44+00:00,2023-06-29 09:13:47+00:00,2023-06-29 09:13:47+00:00,,134,11.0,134.0
dlckagh6stpubjmr,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:11:37+00:00,2023-06-29 09:11:49+00:00,2023-06-29 09:13:52+00:00,2023-06-29 09:13:52+00:00,,135,12.0,135.0
dlckkg2kkgduuggz,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:11:39+00:00,2023-06-29 09:11:49+00:00,2023-06-29 09:14:00+00:00,2023-06-29 09:14:00+00:00,,141,10.0,141.0
dlckufnycqbzgdmw,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:11:40+00:00,2023-06-29 09:11:54+00:00,2023-06-29 09:13:58+00:00,2023-06-29 09:13:58+00:00,,138,14.0,138.0
dlcloeg3oaidfo9v,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:11:43+00:00,2023-06-29 09:11:56+00:00,2023-06-29 09:13:58+00:00,2023-06-29 09:13:58+00:00,,135,13.0,135.0
dlclye1hgnistk59,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:11:44+00:00,2023-06-29 09:11:55+00:00,2023-06-29 09:13:56+00:00,2023-06-29 09:13:56+00:00,,132,11.0,132.0
dlcmsctms95f07d9,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:11:46+00:00,2023-06-29 09:11:54+00:00,2023-06-29 09:13:57+00:00,2023-06-29 09:13:57+00:00,,131,8.0,131.0
dlcnmbls41bhrcjf,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:11:50+00:00,2023-06-29 09:12:00+00:00,2023-06-29 09:14:02+00:00,2023-06-29 09:14:02+00:00,,132,10.0,132.0
dlcpk8rgku3w8jcr,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:11:57+00:00,2023-06-29 09:12:13+00:00,2023-06-29 09:14:15+00:00,2023-06-29 09:14:15+00:00,,138,16.0,138.0
dlcqy6qdg5ypu46j,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:12:01+00:00,2023-06-29 09:12:09+00:00,2023-06-29 09:14:12+00:00,2023-06-29 09:14:12+00:00,,131,8.0,131.0
dlcr86br8rowyfxa,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:12:03+00:00,2023-06-29 09:12:15+00:00,2023-06-29 09:14:17+00:00,2023-06-29 09:14:17+00:00,,134,12.0,134.0
dlcrs5iis1vywy46,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:12:04+00:00,2023-06-29 09:12:14+00:00,2023-06-29 09:14:17+00:00,2023-06-29 09:14:17+00:00,,133,10.0,133.0
dlcri5x507bp1skx,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:12:04+00:00,2023-06-29 09:12:15+00:00,2023-06-29 09:14:17+00:00,2023-06-29 09:14:17+00:00,,133,11.0,133.0
dlcsw3w1wki0d6eb,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:12:08+00:00,2023-06-29 09:12:20+00:00,2023-06-29 09:14:22+00:00,2023-06-29 09:14:22+00:00,,134,12.0,134.0
dlct63hfoc2ac013,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:12:10+00:00,2023-06-29 09:12:23+00:00,2023-06-29 09:14:22+00:00,2023-06-29 09:14:22+00:00,,132,13.0,132.0
dlcuu11qcjl1necr,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:12:16+00:00,2023-06-29 09:12:25+00:00,2023-06-29 09:14:27+00:00,2023-06-29 09:14:27+00:00,,131,9.0,131.0
dlcve08hwvno43ac,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:12:18+00:00,2023-06-29 09:12:29+00:00,2023-06-29 09:14:32+00:00,2023-06-29 09:14:32+00:00,,134,11.0,134.0
dlc121qhokixrdjt,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:12:41+00:00,2023-06-29 09:12:49+00:00,2023-06-29 09:14:57+00:00,2023-06-29 09:14:57+00:00,,136,8.0,136.0
dlc135ov7oi205mv,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:12:46+00:00,2023-06-29 09:12:54+00:00,2023-06-29 09:14:57+00:00,2023-06-29 09:14:57+00:00,,131,8.0,131.0
dlc13po1z81gskj3,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:12:48+00:00,2023-06-29 09:13:00+00:00,2023-06-29 09:15:02+00:00,2023-06-29 09:15:02+00:00,,134,12.0,134.0
dlc1d5a8zor4xayo,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:13:21+00:00,2023-06-29 09:13:31+00:00,2023-06-29 09:15:33+00:00,2023-06-29 09:15:33+00:00,,132,10.0,132.0
dlc1dz915016vj6q,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:13:25+00:00,2023-06-29 09:13:35+00:00,2023-06-29 09:15:37+00:00,2023-06-29 09:15:37+00:00,,132,10.0,132.0
dlc1fd701w9ru98e,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:13:30+00:00,2023-06-29 09:13:39+00:00,2023-06-29 09:15:41+00:00,2023-06-29 09:15:41+00:00,,131,9.0,131.0
dlc1gr4yys88sui3,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:13:35+00:00,2023-06-29 09:13:45+00:00,2023-06-29 09:15:47+00:00,2023-06-29 09:15:47+00:00,,132,10.0,132.0
dlc1hl3r44jmu68k,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:13:38+00:00,2023-06-29 09:13:51+00:00,2023-06-29 09:15:53+00:00,2023-06-29 09:15:53+00:00,,135,13.0,135.0
dlc1ip24n89s8x62,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:13:42+00:00,2023-06-29 09:13:51+00:00,2023-06-29 09:15:58+00:00,2023-06-29 09:15:58+00:00,,136,9.0,136.0
dlc1iz1q10q8a2ma,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:13:43+00:00,2023-06-29 09:13:55+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,149,12.0,149.0
dlc1kwyvpg0puaay,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:13:50+00:00,2023-06-29 09:14:02+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,142,12.0,142.0
dlc1l6yh386gr6jr,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:13:51+00:00,2023-06-29 09:14:00+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,141,9.0,141.0
dlc1nev85goajek6,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:13:59+00:00,2023-06-29 09:14:14+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,133,15.0,133.0
dlc1noutj8sfdu5c,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:14:00+00:00,2023-06-29 09:14:11+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,132,11.0,132.0
dlc1p2ssg4vid0ei,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:14:05+00:00,2023-06-29 09:14:16+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,127,11.0,127.0
dlc1pcsdtw6k9hcg,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:14:06+00:00,2023-06-29 09:14:15+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,126,9.0,126.0
dlc1pwrklgo1s935,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:14:08+00:00,2023-06-29 09:14:20+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,124,12.0,124.0
dlc1senx1gyjiz3a,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:14:17+00:00,2023-06-29 09:14:28+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,115,11.0,115.0
dlc1senx1gxh40kj,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:14:17+00:00,2023-06-29 09:14:27+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,115,10.0,115.0
dlc1t8mp6svxajrh,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:14:20+00:00,2023-06-29 09:14:30+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,112,10.0,112.0
dlc1tslvyc5ww5jo,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:14:22+00:00,2023-06-29 09:14:30+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,110,8.0,110.0
dlc1uwk9hg8y24v1,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:14:26+00:00,2023-06-29 09:14:35+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,106,9.0,106.0
dlc1vgjg9084nsfn,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:14:28+00:00,2023-06-29 09:14:43+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,104,15.0,104.0
dlc1wkhts4bnsel2,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:14:31+00:00,2023-06-29 09:14:46+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,101,15.0,101.0
dlc1wuhf5wkk11fb,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:14:33+00:00,2023-06-29 09:14:44+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,99,11.0,99.0
dlc1xeglxgrabn3q,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:14:35+00:00,2023-06-29 09:14:50+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,97,15.0,97.0
dlc1xyfsp00ytet1,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:14:37+00:00,2023-06-29 09:14:56+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,95,19.0,95.0
dlc01bitgwui3b8k,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:14:41+00:00,2023-06-29 09:14:58+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,91,17.0,91.0
dlcvaaysyakf2an8,uc13a,1,1,8,48,,Eval,CANCELLED,2023-06-29 09:14:44+00:00,2023-06-29 09:14:55+00:00,2023-06-29 09:16:12+00:00,,2023-06-29 09:16:12+00:00,88,11.0,88.0
dlc1muxfycaf4qwf,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:13+00:00,2023-06-29 09:18:25+00:00,2023-06-29 09:18:52+00:00,2023-06-29 09:18:52+00:00,,39,12.0,39.0
dlc1muxfycek5f64,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:13+00:00,2023-06-29 09:18:25+00:00,2023-06-29 09:18:52+00:00,2023-06-29 09:18:52+00:00,,39,12.0,39.0
dlc1n4x1c4xula2z,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:14+00:00,2023-06-29 09:18:24+00:00,2023-06-29 09:18:54+00:00,2023-06-29 09:18:54+00:00,,40,10.0,40.0
dlc1newmpw8983xa,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:15+00:00,2023-06-29 09:18:31+00:00,2023-06-29 09:19:09+00:00,2023-06-29 09:19:09+00:00,,54,16.0,54.0
dlc1newmpwhuc3y3,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:15+00:00,2023-06-29 09:18:28+00:00,2023-06-29 09:18:59+00:00,2023-06-29 09:18:59+00:00,,44,13.0,44.0
dlc1newmpwng3gsy,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:15+00:00,2023-06-29 09:18:31+00:00,2023-06-29 09:18:53+00:00,2023-06-29 09:18:53+00:00,,38,16.0,38.0
dlc1n4x1c4ysepih,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:15+00:00,2023-06-29 09:18:29+00:00,2023-06-29 09:18:48+00:00,2023-06-29 09:18:48+00:00,,33,14.0,33.0
dlc1n4x1c43suysx,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:15+00:00,2023-06-29 09:18:24+00:00,2023-06-29 09:18:51+00:00,2023-06-29 09:18:51+00:00,,36,9.0,36.0
dlc1now83og13sim,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:16+00:00,2023-06-29 09:18:26+00:00,2023-06-29 09:18:47+00:00,2023-06-29 09:18:47+00:00,,31,10.0,31.0
dlc1now83ofqh052,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:16+00:00,2023-06-29 09:18:30+00:00,2023-06-29 09:18:48+00:00,2023-06-29 09:18:48+00:00,,32,14.0,32.0
dlc1nyvthgpup3lv,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:17+00:00,2023-06-29 09:18:44+00:00,2023-06-29 09:18:59+00:00,2023-06-29 09:18:59+00:00,,42,27.0,42.0
dlc1nyvthgky10l9,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:17+00:00,2023-06-29 09:18:36+00:00,2023-06-29 09:18:58+00:00,2023-06-29 09:18:58+00:00,,41,19.0,41.0
dlc1nyvthgpx7l5b,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:17+00:00,2023-06-29 09:18:33+00:00,2023-06-29 09:18:53+00:00,2023-06-29 09:18:53+00:00,,36,16.0,36.0
dlc1nyvthg8wtdto,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:17+00:00,2023-06-29 09:18:31+00:00,2023-06-29 09:18:54+00:00,2023-06-29 09:18:54+00:00,,37,14.0,37.0
dlc1o8vev83qk1mq,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:18+00:00,2023-06-29 09:18:49+00:00,2023-06-29 09:19:20+00:00,2023-06-29 09:19:20+00:00,,62,31.0,62.0
dlc1o8vev81r5g3q,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:18+00:00,2023-06-29 09:18:44+00:00,2023-06-29 09:19:10+00:00,2023-06-29 09:19:10+00:00,,52,26.0,52.0
dlc1oiv090ehzetk,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:19+00:00,2023-06-29 09:18:40+00:00,2023-06-29 09:19:05+00:00,2023-06-29 09:19:05+00:00,,46,21.0,46.0
dlc1oiv090w4k3g2,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:19+00:00,2023-06-29 09:18:45+00:00,2023-06-29 09:19:05+00:00,2023-06-29 09:19:05+00:00,,46,26.0,46.0
dlc1oiv090kregkp,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:19+00:00,2023-06-29 09:18:42+00:00,2023-06-29 09:19:00+00:00,2023-06-29 09:19:00+00:00,,41,23.0,41.0
dlc1oiv090zkg5p8,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:19+00:00,2023-06-29 09:18:40+00:00,2023-06-29 09:18:58+00:00,2023-06-29 09:18:58+00:00,,39,21.0,39.0
dlc1osulmswadaw2,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:20+00:00,2023-06-29 09:18:43+00:00,2023-06-29 09:19:11+00:00,2023-06-29 09:19:11+00:00,,51,23.0,51.0
dlc1oiv090ws5zij,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:20+00:00,2023-06-29 09:18:50+00:00,2023-06-29 09:19:20+00:00,2023-06-29 09:19:20+00:00,,60,30.0,60.0
dlc1p2u70khodp27,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:21+00:00,2023-06-29 09:18:41+00:00,2023-06-29 09:19:04+00:00,2023-06-29 09:19:04+00:00,,43,20.0,43.0
dlc1p2u70k8nros5,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:21+00:00,2023-06-29 09:18:47+00:00,2023-06-29 09:19:01+00:00,2023-06-29 09:19:01+00:00,,40,26.0,40.0
dlc1p2u70k5sgu3e,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:21+00:00,2023-06-29 09:18:39+00:00,2023-06-29 09:18:58+00:00,2023-06-29 09:18:58+00:00,,37,18.0,37.0
dlc1p2u70kcys7hp,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:21+00:00,2023-06-29 09:18:34+00:00,2023-06-29 09:18:59+00:00,2023-06-29 09:18:59+00:00,,38,13.0,38.0
dlc1pctsecjwc22s,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:22+00:00,2023-06-29 09:18:58+00:00,2023-06-29 09:19:01+00:00,2023-06-29 09:19:01+00:00,,39,36.0,39.0
dlc1pmtds4e3cj25,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:23+00:00,2023-06-29 09:18:58+00:00,2023-06-29 09:19:12+00:00,2023-06-29 09:19:12+00:00,,49,35.0,49.0
dlc1pmtds4bk8re8,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:23+00:00,2023-06-29 09:18:58+00:00,2023-06-29 09:19:06+00:00,2023-06-29 09:19:06+00:00,,43,35.0,43.0
dlc1pmtds49lmzc3,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:24+00:00,2023-06-29 09:18:58+00:00,2023-06-29 09:19:19+00:00,2023-06-29 09:19:19+00:00,,55,34.0,55.0
dlc1pmtds4rrxr4t,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:24+00:00,2023-06-29 09:19:02+00:00,2023-06-29 09:19:24+00:00,2023-06-29 09:19:24+00:00,,60,38.0,60.0
dlc1pmtds43qf73p,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:24+00:00,2023-06-29 09:18:38+00:00,2023-06-29 09:19:06+00:00,2023-06-29 09:19:06+00:00,,42,14.0,42.0
dlc1y8gsn80ob3uj,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:54+00:00,2023-06-29 09:19:07+00:00,2023-06-29 09:19:29+00:00,2023-06-29 09:19:29+00:00,,35,13.0,35.0
dlc1y8gsn87hegl1,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:54+00:00,2023-06-29 09:19:07+00:00,2023-06-29 09:19:34+00:00,2023-06-29 09:19:34+00:00,,40,13.0,40.0
dlc1ysfzesjg2led,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:56+00:00,2023-06-29 09:19:06+00:00,2023-06-29 09:19:29+00:00,2023-06-29 09:19:29+00:00,,33,10.0,33.0
dlcbciroaw626n1q,uc13a,1,1,8,48,,Eval,FAILED,2023-06-29 09:18:58+00:00,2023-06-29 09:19:07+00:00,2023-06-29 09:19:28+00:00,2023-06-29 09:19:28+00:00,,30,9.0,30.0
